key,type,encoding,value
SPN9609,data,string,Engine Pre  Chamber Fuel Valve 19 Duration
SPN9610,data,string,Engine Pre  Chamber Fuel Valve 20 Duration
SPN9611,data,string,Engine Pre  Chamber Fuel Valve 1 Start of Actuation Command
SPN9612,data,string,Engine Pre  Chamber Fuel Valve 2 Start of Actuation Command
SPN9613,data,string,Engine Pre  Chamber Fuel Valve 3 Start of Actuation Command
SPN9614,data,string,Engine Pre  Chamber Fuel Valve 4 Start of Actuation Command
SPN9615,data,string,Engine Pre  Chamber Fuel Valve 5 Start of Actuation Command
SPN9616,data,string,Engine Pre  Chamber Fuel Valve 6 Start of Actuation Command
SPN9617,data,string,Engine Pre  Chamber Fuel Valve 7 Start of Actuation Command
SPN9618,data,string,Engine Pre  Chamber Fuel Valve 8 Start of Actuation Command
SPN9619,data,string,Engine Pre  Chamber Fuel Valve 9 Start of Actuation Command
SPN9620,data,string,Engine Pre  Chamber Fuel Valve 10 Start of Actuation Command
SPN9621,data,string,Engine Pre  Chamber Fuel Valve 11 Start of Actuation Command
SPN9622,data,string,Engine Pre  Chamber Fuel Valve 12 Start of Actuation Command
SPN9623,data,string,Engine Pre  Chamber Fuel Valve 13 Start of Actuation Command
SPN9624,data,string,Engine Pre  Chamber Fuel Valve 14 Start of Actuation Command
SPN9625,data,string,Engine Pre  Chamber Fuel Valve 15 Start of Actuation Command
SPN9626,data,string,Engine Pre  Chamber Fuel Valve 16 Start of Actuation Command
SPN9627,data,string,Engine Pre  Chamber Fuel Valve 17 Start of Actuation Command
SPN9628,data,string,Engine Pre  Chamber Fuel Valve 18 Start of Actuation Command
SPN9629,data,string,Engine Pre  Chamber Fuel Valve 19 Start of Actuation Command
SPN9630,data,string,Engine Pre  Chamber Fuel Valve 20 Start of Actuation Command
SPN9631,data,string,HVES1 Controller
SPN9632,data,string,HVES1 Module 1 Controller
SPN9633,data,string,HVES1 Module 2 Controller
SPN9634,data,string,HVES1 Module 3 Controller
SPN9635,data,string,HVES1 Module 4 Controller
SPN9636,data,string,HVES1 Module 5 Controller
SPN9637,data,string,HVES1 Module 6 Controller
SPN9638,data,string,HVES1 Module 7 Controller
SPN9639,data,string,HVES1 Module 8 Controller
SPN9640,data,string,HVES1 Module 9 Controller
SPN9641,data,string,HVES1 Module 10 Controller
SPN9642,data,string,HVES1 Module 11 Controller
SPN9643,data,string,HVES1 Module 12 Controller
SPN9644,data,string,HVES1 Module 13 Controller
SPN9645,data,string,HVES1 Module 14 Controller
SPN9646,data,string,HVES1 Module 15 Controller
SPN9647,data,string,HVES1 Module 16 Controller
SPN9648,data,string,Engine Fuel Pump Intake Oil Pressure
SPN9649,data,string,Engine Gaseous Fuel Supply Pressure Regulator Control Command
SPN9650,data,string,Engine Pre  Chamber Fuel Valve Nominal Duration Command
SPN9651,data,string,Engine Pre  Chamber Fuel Valve Nominal Start of Actuation Command
SPN9652,data,string,Articulation Angular Velocity
SPN9653,data,string,Engine Oil Pressure 2
SPN9654,data,string,Operator Station In Control Location
SPN9655,data,string,Operator Station Lockout
SPN9656,data,string,Engine Throttle Synchronization Mode Current Setting
SPN9657,data,string,Trolling Mode (Extended Range)
SPN9658,data,string,Trolling Mode Current Setting
SPN9659,data,string,Vessel Engine Set Speed
SPN9660,data,string,Vessel Speed Control Mode
SPN9661,data,string,Operator Station Location Setting
SPN9662,data,string,Trolling Mode Setting Command
SPN9663,data,string,Engine Throttle Synchronization Mode Command
SPN9664,data,string,Engine Trolling Mode Set Speed
SPN9665,data,string,Station Throttle  Match
SPN9666,data,string,Station Gear  Match
SPN9667,data,string,Operator Station Active Button Status
SPN9668,data,string,Trolling Mode Button Status
SPN9669,data,string,Engine Throttle Lever Synchronization Button Status
SPN9670,data,string,Gear Lockout Button Status
SPN9671,data,string,Slow Vessel Mode Button Status
SPN9672,data,string,Operator Station Active Lamp Status
SPN9673,data,string,Trolling Mode Lamp Status
SPN9674,data,string,Engine Throttle Lever Synchronization Lamp Status
SPN9675,data,string,Gear Lockout Lamp Status
SPN9677,data,string,Engine Idle Management Status
SPN9678,data,string,Engine Idle Management Restart Reason
SPN9679,data,string,Engine Idle Management Shutdown Reason
SPN9680,data,string,Engine Stop  Start Automatic Stop Active Lamp Data
SPN9681,data,string,Engine Stop  Start Automatic Start Failed Lamp Data
SPN9682,data,string,Engine Stop  Start Enabled Lamp Data
SPN9683,data,string,Engine Stop  Start Automatic Stop Active Lamp Command
SPN9684,data,string,Engine Stop  Start Automatic Start Failed Lamp Command
SPN9685,data,string,Engine Stop  Start Enabled Lamp Command
SPN9686,data,string,Drivetrain 1 Water Intrusion
SPN9687,data,string,Drivetrain 2 Water Intrusion
SPN9688,data,string,Drivetrain 3 Water Intrusion
SPN9689,data,string,Drivetrain 4 Water Intrusion
SPN9690,data,string,Slow Vessel Mode Lamp Status
SPN9691,data,string,Propulsion Motor Coolant Fan 1
SPN9692,data,string,Propulsion Motor Coolant Fan 2
SPN9693,data,string,Propulsion Motor Coolant Fan 3
SPN9694,data,string,Propulsion Motor Coolant Fan 4
SPN9695,data,string,Propulsion Motor Coolant Fan 5
SPN9696,data,string,Propulsion Motor Coolant Fan 6
SPN9697,data,string,Propulsion Motor Coolant Fan 7
SPN9698,data,string,Propulsion Motor Coolant Fan 8
SPN9699,data,string,Propulsion Motor Coolant Fan 9
SPN9700,data,string,Propulsion Motor Coolant Fan 10
SPN9701,data,string,Propulsion Motor Coolant Fan 11
SPN9702,data,string,Propulsion Motor Coolant Fan 12
SPN9703,data,string,Propulsion Motor Coolant Fan 13
SPN9704,data,string,Propulsion Motor Coolant Fan 14
SPN9705,data,string,Propulsion Motor Coolant Fan 15
SPN9706,data,string,Hybrid Propulsion Mode Requested Maximum Speed
SPN9707,data,string,Hybrid Propulsion Mode Requested Distance
SPN9708,data,string,Hybrid Propulsion Mode Maximum Speed Setting
SPN9709,data,string,Hybrid Propulsion Mode Remaining Distance
SPN9711,data,string,Operator Presence State
SPN9712,data,string,Operator Awareness State
SPN9713,data,string,Operator Presence and Awareness Status Checksum
SPN9714,data,string,Front hitch yaw angle
SPN9715,data,string,Front hitch yaw angle reference frame
SPN9716,data,string,Front hitch yaw angle actual control mode
SPN9717,data,string,Front hitch yaw limit status
SPN9718,data,string,Front hitch yaw exit/reason code
SPN9719,data,string,Front hitch yaw command
SPN9720,data,string,Rear hitch yaw angle
SPN9721,data,string,Rear hitch yaw angle reference frame
SPN9722,data,string,Rear hitch yaw angle actual control mode
SPN9723,data,string,Rear hitch yaw limit status
SPN9724,data,string,Rear hitch yaw exit/reason code
SPN9725,data,string,Rear hitch yaw command
SPN9726,data,string,Guidance System Remote Engage Switch Status
SPN9727,data,string,Port Flow Extended Resolution Command
SPN9728,data,string,Extend Port Estimated Flow (High Resolution)
SPN9729,data,string,Retract Port Estimated Flow (High Resolution)
SPN9730,data,string,General  purpose valve exit/reason code
SPN9731,data,string,Country Code
SPN9732,data,string,Auxiliary valve number 0 high resolution estimated flow
SPN9733,data,string,Auxiliary valve number 1 high resolution estimated flow
SPN9734,data,string,Auxiliary valve number 2 high resolution estimated flow
SPN9735,data,string,Auxiliary valve number 3 high resolution estimated flow
SPN9736,data,string,Auxiliary valve number 4 high resolution estimated flow
SPN9737,data,string,Auxiliary valve number 5 high resolution estimated flow
SPN9738,data,string,Auxiliary valve number 6 high resolution estimated flow
SPN9739,data,string,Auxiliary valve number 7 high resolution estimated flow
SPN9740,data,string,Auxiliary valve number 8 high resolution estimated flow
SPN9741,data,string,Auxiliary valve number 9 high resolution estimated flow
SPN9742,data,string,Auxiliary valve number 10 high resolution estimated flow
SPN9743,data,string,Auxiliary valve number 11 high resolution estimated flow
SPN9744,data,string,Auxiliary valve number 12 high resolution estimated flow
SPN9745,data,string,Auxiliary valve number 13 high resolution estimated flow
SPN9746,data,string,Auxiliary valve number 14 high resolution estimated flow
SPN9747,data,string,Auxiliary valve number 15 high resolution estimated flow
SPN9748,data,string,Road Departure Advanced Emergency Braking System State
SPN9749,data,string,Right Side Lane Departure Haptic Warning Command
SPN9750,data,string,Left Side Lane Departure Haptic Warning Command
SPN9751,data,string,Lane Keeping Assist Enable Command
SPN9752,data,string,Lane Centering Enable Command
SPN9753,data,string,Lane Keeping Assist Status Right Side
SPN9754,data,string,Lane Keeping Assist Status Left Side
SPN9755,data,string,Lane Keeping Assist Indication Enable Status
SPN9756,data,string,Lane Keeping Assist System State
SPN9757,data,string,Active Steering Driver Preference
SPN9758,data,string,Lane Centering Indication Enable State
SPN9759,data,string,Lane Centering System Status
SPN9760,data,string,Requested Active Steering Driver Preference Mode
SPN9761,data,string,On Board Programming Initiate Inhibit
SPN9763,data,string,Accelerator Pedal 1  Output 1
SPN9764,data,string,Accelerator Pedal 2  Output 1
SPN9765,data,string,Accelerator Pedal 3  Output 1
SPN9766,data,string,On Board Programming Target ECU Address
SPN9767,data,string,On Board Programming Status
SPN9768,data,string,OBP Interlock    Overall Status
SPN9769,data,string,OBP Interlock    Engine Speed
SPN9770,data,string,OBP Interlock    Key Switch 
SPN9771,data,string,OBP Interlock    Park Brake
SPN9772,data,string,OBP Interlock    Power Supply Insufficient
SPN9773,data,string,OBP Interlock    Target Not Ready
SPN9774,data,string,On Board Programming Progress
SPN9775,data,string,OBP Key Switch Request
SPN9776,data,string,On Board Programming Initiate ECU Address
SPN9777,data,string,On Board Programming Initiate Request
SPN9778,data,string,Preprogrammed PTO Governor Set Speed 1
SPN9779,data,string,Preprogrammed PTO Governor Set Speed 2
SPN9780,data,string,Preprogrammed PTO Governor Set Speed 3
SPN9781,data,string,Preprogrammed PTO Governor Set Speed 4
SPN9782,data,string,Preprogrammed PTO Governor Set Speed 5
SPN9783,data,string,Preprogrammed PTO Governor Set Speed 6
SPN9784,data,string,Preprogrammed PTO Governor Set Speed 7
SPN9785,data,string,Preprogrammed PTO Governor Set Speed 8
SPN9786,data,string,Minimum PTO Governor Set Speed
SPN9787,data,string,Maximum PTO Governor Set Speed
SPN9788,data,string,PTO Governor Accelerator Override Maximum Speed
SPN9789,data,string,Stationary Inverter External Protection Input
SPN9790,data,string,Stationary Inverter Shut Down from Data Link Information
SPN9791,data,string,Stationary Inverter Automatic Start Safety Interlock Circuit
SPN9792,data,string,Package Circuit Breaker Status
SPN9793,data,string,Stationary Inverter Circuit Breaker Status
SPN9794,data,string,Stationary Inverter Average AC RMS Voltage
SPN9795,data,string,Stationary Inverter Average Line  Neutral AC RMS Voltage
SPN9796,data,string,Stationary Inverter Average AC Frequency
SPN9797,data,string,Stationary Inverter Average AC RMS Current
SPN9798,data,string,Stationary Inverter Total Reactive Power
SPN9799,data,string,Stationary Inverter Overall Power Factor
SPN9800,data,string,Stationary Inverter Overall Power Factor Lagging
SPN9801,data,string,Stationary Inverter Total Real Power
SPN9802,data,string,Stationary Inverter Total Apparent Power
SPN9803,data,string,Stationary Inverter Not Ready to Automatically Parallel State
SPN9804,data,string,Stationary Inverter Auxiliary Shutdown Switch
SPN9805,data,string,Stationary Inverter to Bus Phase Sequence Mismatch
SPN9806,data,string,Stationary Inverter to Bus Dead Bus
SPN9807,data,string,Stationary Inverter to Bus Phase Match
SPN9808,data,string,Stationary Inverter to Bus Frequency Match
SPN9809,data,string,Stationary Inverter to Bus Voltage Match
SPN9810,data,string,Stationary Inverter to Bus In Sync
SPN9811,data,string,Stationary Inverter to Bus AC Phase Difference
SPN9812,data,string,Engine Exhaust NOx Sensor Power Supply
SPN9813,data,string,Well Stimulation Pump Oil Filter Differential Pressure
SPN9814,data,string,Well Stimulation Pump Oil Filter Outlet Pressure
SPN9815,data,string,Well Stimulation Pump Oil Filter Bypass Switch Status
SPN9816,data,string,Generator Coolant Fan Enable Command
SPN9817,data,string,Generator Coolant Fan Power Hold
SPN9818,data,string,Generator Coolant Fan Speed Command
SPN9819,data,string,Generator Coolant Fan Percent Speed Command
SPN9820,data,string,Generator Coolant Fan Enable Status
SPN9821,data,string,Generator Coolant Fan Controller Status Reason Code
SPN9822,data,string,Generator Coolant Fan Controller Command Status
SPN9823,data,string,Generator Coolant Fan Motor Speed
SPN9824,data,string,Generator Coolant Fan Control Temperature
SPN9825,data,string,Generator Coolant Fan Power
SPN9826,data,string,Generator Coolant Fan Service Indicator
SPN9827,data,string,Generator Coolant Fan Operating Status
SPN9829,data,string,Generator Coolant Pump Enable Command
SPN9830,data,string,Generator Coolant Pump Power Hold
SPN9831,data,string,Generator Coolant Pump Speed Command
SPN9832,data,string,Generator Coolant Pump Percent Speed Command
SPN9833,data,string,Generator Coolant Pump Enable Status
SPN9834,data,string,Generator Coolant Pump Controller Status Reason Code
SPN9835,data,string,Generator Coolant Pump Controller Command Status
SPN9836,data,string,Generator Coolant Pump Motor Speed
SPN9837,data,string,Generator Coolant Pump Control Temperature
SPN9838,data,string,Generator Coolant Pump Power
SPN9839,data,string,Generator Coolant Pump Service Indicator
SPN9840,data,string,Generator Coolant Pump Operating Status
SPN9842,data,string,Momentary Operator Key Switch
SPN9843,data,string,Cruise Control Set Command
SPN9844,data,string,Source Address of Controlling Device for Setting Cruise Control
SPN9845,data,string,Configured Engine Cylinder Pressure Timing 1
SPN9846,data,string,Configured Engine Cylinder Pressure Timing 2
SPN9847,data,string,Configured Engine Cylinder Pressure Timing 3
SPN9848,data,string,Configured Engine Cylinder Pressure Timing 4
SPN9849,data,string,Engine Cylinder Pressure Timing 1
SPN9850,data,string,Engine Cylinder Pressure Timing 2
SPN9851,data,string,Engine Cylinder Pressure Timing 3
SPN9852,data,string,Engine Cylinder Pressure Timing 4
SPN9853,data,string,Engine Cylinder 1 Timing 1 Pressure
SPN9854,data,string,Engine Cylinder 1 Timing 2 Pressure
SPN9855,data,string,Engine Cylinder 1 Timing 3 Pressure
SPN9856,data,string,Engine Cylinder 1 Timing 4 Pressure
SPN9857,data,string,Engine Cylinder 2 Timing 1 Pressure
SPN9858,data,string,Engine Cylinder 2 Timing 2 Pressure
SPN9859,data,string,Engine Cylinder 2 Timing 3 Pressure
SPN9860,data,string,Engine Cylinder 2 Timing 4 Pressure
SPN9861,data,string,Engine Cylinder 3 Timing 1 Pressure
SPN9862,data,string,Engine Cylinder 3 Timing 2 Pressure
SPN9863,data,string,Engine Cylinder 3 Timing 3 Pressure
SPN9864,data,string,Engine Cylinder 3 Timing 4 Pressure
SPN9865,data,string,Engine Cylinder 4 Timing 1 Pressure
SPN9866,data,string,Engine Cylinder 4 Timing 2 Pressure
SPN9867,data,string,Engine Cylinder 4 Timing 3 Pressure
SPN9868,data,string,Engine Cylinder 4 Timing 4 Pressure
SPN9869,data,string,Engine Cylinder 5 Timing 1 Pressure
SPN9870,data,string,Engine Cylinder 5 Timing 2 Pressure
SPN9871,data,string,Engine Cylinder 5 Timing 3 Pressure
SPN9872,data,string,Engine Cylinder 5 Timing 4 Pressure
SPN9873,data,string,Engine Cylinder 6 Timing 1 Pressure
SPN9874,data,string,Engine Cylinder 6 Timing 2 Pressure
SPN9875,data,string,Engine Cylinder 6 Timing 3 Pressure
SPN9876,data,string,Engine Cylinder 6 Timing 4 Pressure
SPN9877,data,string,Engine Cylinder 7 Timing 1 Pressure
SPN9878,data,string,Engine Cylinder 7 Timing 2 Pressure
SPN9879,data,string,Engine Cylinder 7 Timing 3 Pressure
SPN9880,data,string,Engine Cylinder 7 Timing 4 Pressure
SPN9881,data,string,Engine Cylinder 8 Timing 1 Pressure
SPN9882,data,string,Engine Cylinder 8 Timing 2 Pressure
SPN9883,data,string,Engine Cylinder 8 Timing 3 Pressure
SPN9884,data,string,Engine Cylinder 8 Timing 4 Pressure
SPN9885,data,string,Engine Cylinder 9 Timing 1 Pressure
SPN9886,data,string,Engine Cylinder 9 Timing 2 Pressure
SPN9887,data,string,Engine Cylinder 9 Timing 3 Pressure
SPN9888,data,string,Engine Cylinder 9 Timing 4 Pressure
SPN9889,data,string,Engine Cylinder 10 Timing 1 Pressure
SPN9890,data,string,Engine Cylinder 10 Timing 2 Pressure
SPN9891,data,string,Engine Cylinder 10 Timing 3 Pressure
SPN9892,data,string,Engine Cylinder 10 Timing 4 Pressure
SPN9893,data,string,Engine Cylinder 11 Timing 1 Pressure
SPN9894,data,string,Engine Cylinder 11 Timing 2 Pressure
SPN9895,data,string,Engine Cylinder 11 Timing 3 Pressure
SPN9896,data,string,Engine Cylinder 11 Timing 4 Pressure
SPN9897,data,string,Engine Cylinder 12 Timing 1 Pressure
SPN9898,data,string,Engine Cylinder 12 Timing 2 Pressure
SPN9899,data,string,Engine Cylinder 12 Timing 3 Pressure
SPN9900,data,string,Engine Cylinder 12 Timing 4 Pressure
SPN9901,data,string,Engine Cylinder 13 Timing 1 Pressure
SPN9902,data,string,Engine Cylinder 13 Timing 2 Pressure
SPN9903,data,string,Engine Cylinder 13 Timing 3 Pressure
SPN9904,data,string,Engine Cylinder 13 Timing 4 Pressure
